Time,DKe_wind,SE2_wind,SE4_wind
26/02/2016 06.00,0.3575067,0.1601206,0.2480457
26/02/2016 07.00,0.2356754,0.1194001,0.2664499
26/02/2016 08.00,0.1827698,0.0590408,0.218762
26/02/2016 09.00,0.1051778,0.03800737,0.2404458
26/02/2016 10.00,0.01809349,0.01104746,0.1971955
26/02/2016 11.00,0.1218063,0,0.2056057
26/02/2016 12.00,0.1622372,0,0.250473
26/02/2016 13.00,0.0783739,0,0.1966861
26/02/2016 14.00,0.09184263,0,0.04825686
26/02/2016 15.00,0.186514,0,0.1056421
26/02/2016 16.00,0.1723571,0.06387058,0.1837102
26/02/2016 17.00,0.1825312,0.1311381,0.1778138
26/02/2016 18.00,0.1914125,0.2351516,0.20576
26/02/2016 19.00,0.1934097,0.1955194,0.2761689
26/02/2016 20.00,0.1494554,0.2866951,0.4293059
26/02/2016 21.00,0.101797,0.2696601,0.221724
26/02/2016 22.00,0.05324465,0.1265414,0.2099272
26/02/2016 23.00,0.02014024,0.08505397,0.2634755
27/02/2016 00.00,0.07465198,0.01087058,0.2329852
27/02/2016 01.00,0.001064387,0.003496273,0.1830138
27/02/2016 02.00,0.02535896,0,0.1652638
27/02/2016 03.00,0.01584299,0.005001631,0.1315013
27/02/2016 04.00,0.004627295,0.0580023,0.1261995
27/02/2016 05.00,0.009944981,0.1115123,0.1086033
27/02/2016 06.00,0.07077742,0.2814217,0.08473101
27/02/2016 07.00,0.03494659,0.5803505,0.1020558
27/02/2016 08.00,0.02806518,0.792362,0.06842674
27/02/2016 09.00,0.03120266,0.7179952,0.06055097
27/02/2016 10.00,0,0.7839189,0.03537195
27/02/2016 11.00,0.0019231,0.7138095,0.03866218
27/02/2016 12.00,0,0.7181433,0.03723506
27/02/2016 13.00,0.00617238,0.7633087,0.04378336
27/02/2016 14.00,0,0.7145348,0.05029187
27/02/2016 15.00,0,0.5423815,0.08907668
27/02/2016 16.00,0,0.738862,0.08156304
27/02/2016 17.00,0.001139094,0.7087289,0.06385087
27/02/2016 18.00,0,0.8909134,0.08933075
27/02/2016 19.00,0.01086609,0.8224325,0.06921578
27/02/2016 20.00,0,0.6701217,0.04927273
27/02/2016 21.00,0.009345414,0.7969165,0.06553017
27/02/2016 22.00,0.04260171,0.7832958,0.05666112
27/02/2016 23.00,0.003587106,0.7311583,0.05735523
28/02/2016 00.00,0.01754001,0.8510642,0.02883624
28/02/2016 01.00,0.007253967,0.7040196,0.03558141
28/02/2016 02.00,0.002450127,0.7660249,0.02085418
28/02/2016 03.00,0,0.7727496,0
28/02/2016 04.00,0,0.584305,0
28/02/2016 05.00,0,0.3589731,0
28/02/2016 06.00,0,0.4000767,0
28/02/2016 07.00,0,0.3909643,0
28/02/2016 08.00,0,0.2472692,0
28/02/2016 09.00,0,0.2570399,0
28/02/2016 10.00,0,0.2063316,0
28/02/2016 11.00,0,0.1843658,0
28/02/2016 12.00,0,0.1830739,0
28/02/2016 13.00,0,0.2374058,0
28/02/2016 14.00,0,0.2021602,0
28/02/2016 15.00,0,0.1638447,0
28/02/2016 16.00,0.01274414,0.1340283,0
28/02/2016 17.00,0.02229667,0.2043324,0
28/02/2016 18.00,0.03586797,0.2231282,0
28/02/2016 19.00,0.0295755,0.1232101,0
28/02/2016 20.00,0.008981583,0.112782,0
28/02/2016 21.00,0.01999108,0.0976346,0.0214605
28/02/2016 22.00,0.02478365,0.1002282,0.03800637
28/02/2016 23.00,0.02270803,0.1120283,0.06756867
29/02/2016 00.00,0.03500252,0.1027418,0.06168281
29/02/2016 01.00,0.0299817,0.1039339,0.03218683
29/02/2016 02.00,0.003302207,0.1051529,0.04380099
29/02/2016 03.00,0.01800426,0.1184881,0.05299056
29/02/2016 04.00,0.01756034,0.09377124,0.0299439
29/02/2016 05.00,0.02250255,0.05978458,0.05085167
29/02/2016 06.00,0.00570642,0.0904938,0.1654031
29/02/2016 07.00,0.05222519,0.1366523,0.06966604
29/02/2016 08.00,0.06447519,0.1098207,0.07502621
29/02/2016 09.00,0.02777096,0.1241271,0.09167854
29/02/2016 10.00,0.01827586,0.02843229,0.07805255
29/02/2016 11.00,0.004488317,0.03702069,0.1070493
29/02/2016 12.00,0.02615056,0.008844014,0.1194242
29/02/2016 13.00,0.02260886,0.006794068,0.1242935
29/02/2016 14.00,0.0239084,0.02187831,0.1041081
29/02/2016 15.00,0.01285953,0.04255292,0.1664799
29/02/2016 16.00,0.03936692,0.0748688,0.1269924
29/02/2016 17.00,0.0194403,0.105933,0.2422477
29/02/2016 18.00,0.04212733,0.1524932,0.1458879
29/02/2016 19.00,0.02309716,0.1646567,0.1307338
29/02/2016 20.00,0.07609551,0.04198141,0.1862059
29/02/2016 21.00,0.2084918,0.02490263,0.1860631
29/02/2016 22.00,0.2322706,0.03869538,0.1507326
29/02/2016 23.00,0.1495988,0.05484044,0.1261592
01/03/2016 00.00,0.06100084,0.04558783,0.1959083
01/03/2016 01.00,0.03594668,0.02902022,0.1703438
01/03/2016 02.00,0.05052598,0.07504064,0.1978984
01/03/2016 03.00,0.03688287,0.1481978,0.1724867
01/03/2016 04.00,0.01823875,0.1083325,0.1740473
01/03/2016 05.00,0.08005541,0.06450869,0.2131118
01/03/2016 06.00,0.1045572,0.09995861,0.188447
01/03/2016 07.00,0.1020641,0.1694157,0.2221335
01/03/2016 08.00,0.05372394,0.3170108,0.2042154
01/03/2016 09.00,0.1080278,0.2012103,0.234849
01/03/2016 10.00,0.1435785,0.2192559,0.2248166
01/03/2016 11.00,0.1280832,0.2847694,0.2168668
01/03/2016 12.00,0.1228444,0.3378316,0.1528182
01/03/2016 13.00,0.118995,0.3397262,0.1526198
01/03/2016 14.00,0.2904621,0.4249393,0.1017374
01/03/2016 15.00,0.3057518,0.5176594,0.1346114
01/03/2016 16.00,0.2222299,0.6390252,0.1748831
01/03/2016 17.00,0.2723707,0.6447046,0.1136689
01/03/2016 18.00,0.5818273,0.778262,0.108555
01/03/2016 19.00,0.6180935,0.7229316,0.1024053
01/03/2016 20.00,0.4605494,0.7807038,0.1926991
01/03/2016 21.00,0.5053459,0.928264,0.204594
01/03/2016 22.00,0.3871238,0.8401811,0.2862874
01/03/2016 23.00,0.5759277,0.9070123,0.2466233
02/03/2016 00.00,0.4590366,0.653882,0.2899937
02/03/2016 01.00,0.5265333,0.734424,0.1806834
02/03/2016 02.00,0.614494,0.6414595,0.1909387
02/03/2016 03.00,0.6043332,0.6674153,0.2250007
02/03/2016 04.00,0.6362211,0.6022919,0.3866689
02/03/2016 05.00,0.553701,0.6708552,0.3861511
02/03/2016 06.00,0.6012419,0.6085138,0.6833239
02/03/2016 07.00,0.5786195,0.5583615,0.5245082
02/03/2016 08.00,0.66131,0.5194439,0.7797632
02/03/2016 09.00,0.5575612,0.468706,0.8254828
02/03/2016 10.00,0.6299927,0.3328955,0.8294708
02/03/2016 11.00,0.4798527,0.4224524,0.778081
02/03/2016 12.00,0.3297666,0.3482155,0.8155689
02/03/2016 13.00,0.2350674,0.378596,0.8076654
02/03/2016 14.00,0.2010008,0.4532042,0.7703567
02/03/2016 15.00,0.1655703,0.3308882,0.7561706
02/03/2016 16.00,0.1495678,0.2307851,0.6082221
02/03/2016 17.00,0.2195381,0.2380539,0.3968872
02/03/2016 18.00,0.2082169,0.2059666,0.3724112
02/03/2016 19.00,0.3789584,0.1958879,0.2086486
02/03/2016 20.00,0.4776274,0.2148469,0.1966264
02/03/2016 21.00,0.2521111,0.1543107,0.197056
02/03/2016 22.00,0.2377788,0.1854059,0.179367
02/03/2016 23.00,0.08632196,0.1504617,0.1715544
03/03/2016 00.00,0.04138858,0.1412986,0.06173369
03/03/2016 01.00,0.0312539,0.102401,0.02865908
03/03/2016 02.00,0.01271793,0.05136426,0.007424417
03/03/2016 03.00,0.03725561,0.08089422,0.00386964
03/03/2016 04.00,0.1163723,0.09904459,0
03/03/2016 05.00,0.1609428,0.05463969,0
03/03/2016 06.00,0.2251608,0.05205926,0
03/03/2016 07.00,0.306087,0.1151515,0
03/03/2016 08.00,0.2303155,0.1392674,0.01908018
03/03/2016 09.00,0.2270916,0.1330287,0.05744655
03/03/2016 10.00,0.3530039,0.1107146,0.07533435
03/03/2016 11.00,0.6129043,0.126058,0.05160763
03/03/2016 12.00,0.465087,0.2675773,0.03553775
03/03/2016 13.00,0.4081634,0.2045793,0.06680836
03/03/2016 14.00,0.3910208,0.1530866,0.07611917
03/03/2016 15.00,0.4549733,0.1997569,0.1551035
03/03/2016 16.00,0.2296737,0.3328598,0.1952501
03/03/2016 17.00,0.1834812,0.3444,0.3349567
03/03/2016 18.00,0.2484528,0.3257557,0.3442675
03/03/2016 19.00,0.2829413,0.2474689,0.2785111
03/03/2016 20.00,0.24606,0.2289658,0.2366847
03/03/2016 21.00,0.2405553,0.2252251,0.2068693
03/03/2016 22.00,0.2177521,0.2576503,0.2646601
03/03/2016 23.00,0.2249255,0.1803448,0.2253906
04/03/2016 00.00,0.2690502,0.2063526,0.17734
04/03/2016 01.00,0.1839471,0.2149342,0.2125913
04/03/2016 02.00,0.09986518,0.1465803,0.1682426
04/03/2016 03.00,0.0886806,0.1030381,0.1743241
04/03/2016 04.00,0.1860209,0.0870892,0.2650288
04/03/2016 05.00,0.1659139,0.0582203,0.1755821
04/03/2016 06.00,0.2267562,0.07809192,0.190157
04/03/2016 07.00,0.2324846,0.1161674,0.2754469
04/03/2016 08.00,0.2782782,0.09903368,0.3124875
04/03/2016 09.00,0.2180996,0.110416,0.3441122
04/03/2016 10.00,0.04658703,0.0960328,0.163771
04/03/2016 11.00,0.128316,0.08849277,0.08802712
04/03/2016 12.00,0.1400021,0.1179247,0.114367
04/03/2016 13.00,0.02821993,0.1132607,0.1446326
04/03/2016 14.00,0.006658764,0.09492032,0.06065311
04/03/2016 15.00,0.02437456,0.1266151,0.1205262
04/03/2016 16.00,0,0.2296225,0.1372918
04/03/2016 17.00,0,0.261577,0.07826906
04/03/2016 18.00,0,0.2676843,0.05672034
04/03/2016 19.00,0,0.109094,0.04045608
04/03/2016 20.00,0,0.1107183,0.04932307
04/03/2016 21.00,0,0.09498021,0.01415379
04/03/2016 22.00,0,0.05472131,0.04933252
04/03/2016 23.00,0,0.0944784,0.1197702
05/03/2016 00.00,0.03078485,0.06604414,0.130964
05/03/2016 01.00,0,0.128437,0.1334198
05/03/2016 02.00,0.03343438,0.1320395,0.17613
05/03/2016 03.00,0.03903526,0.09064806,0.1849655
05/03/2016 04.00,0.0293396,0.1238807,0.2343995
05/03/2016 05.00,0.03269411,0.09813099,0.220789
05/03/2016 06.00,0.108873,0.05228043,0.1367626
05/03/2016 07.00,0.06907866,0.03496144,0.1794534
05/03/2016 08.00,0.05913791,0.01985433,0.1792293
05/03/2016 09.00,0.07014795,0,0.2034991
05/03/2016 10.00,0.04032684,0,0.1741065
05/03/2016 11.00,0.07554543,0,0.1077855
05/03/2016 12.00,0.04921805,0,0.04164083
05/03/2016 13.00,0.05192753,0.004999427,0.0242417
05/03/2016 14.00,0.009438994,0.01680418,0.003896972
05/03/2016 15.00,0.007641041,0.01111758,0.000745785
05/03/2016 16.00,0.05156333,0.06607009,0
05/03/2016 17.00,0.09156713,0.08736377,0
05/03/2016 18.00,0.07249941,0.2053761,0.02674864
05/03/2016 19.00,0.06552349,0.2110531,0.04629753
05/03/2016 20.00,0.008751645,0.1422365,0.03979711
05/03/2016 21.00,0,0.1976167,0.04417419
05/03/2016 22.00,0.004795223,0.1838269,0.009524111
05/03/2016 23.00,0,0.1465232,0
06/03/2016 00.00,0,0.1857065,0
06/03/2016 01.00,0,0.11667,0
06/03/2016 02.00,0,0.1287011,0
06/03/2016 03.00,0.003138916,0.1640629,0
06/03/2016 04.00,0.004799672,0.1044908,0.008310681
06/03/2016 05.00,0.01243798,0.01696654,0.01531246
06/03/2016 06.00,0.01774916,0.006937319,0.02445396
06/03/2016 07.00,0.02525509,0.009253792,0.02615865
06/03/2016 08.00,0.03148975,0.000256539,0.006168103
06/03/2016 09.00,0.01736486,0.003392818,0
06/03/2016 10.00,0,0,0
06/03/2016 11.00,0.005661386,0,0.000890802
06/03/2016 12.00,0.05037393,0,0.002399594
06/03/2016 13.00,0.08343506,0.01305974,0.01619268
06/03/2016 14.00,0.05779066,0.04829113,0.04002941
06/03/2016 15.00,0.1329355,0.1103829,0.124701
06/03/2016 16.00,0.08051231,0.1203059,0.2168489
06/03/2016 17.00,0.03074184,0.1727554,0.2591151
06/03/2016 18.00,0.01961233,0.218311,0.2757985
06/03/2016 19.00,0.01432618,0.1467408,0.2841823
06/03/2016 20.00,0.03054876,0.1362772,0.1921901
06/03/2016 21.00,0.1219833,0.1289613,0.1880992
06/03/2016 22.00,0.159427,0.1417768,0.1378811
06/03/2016 23.00,0.1404723,0.1377274,0.1448401
07/03/2016 00.00,0.1726094,0.1151159,0.1183651
07/03/2016 01.00,0.1355263,0.1017982,0.07942415
07/03/2016 02.00,0.07302347,0.08277088,0.08118606
07/03/2016 03.00,0.1329317,0.1013849,0.06938811
07/03/2016 04.00,0.164955,0.09435578,0.02496121
07/03/2016 05.00,0.153377,0.0514976,0.03408176
07/03/2016 06.00,0.03401819,0.05594368,0.1761308
07/03/2016 07.00,0.02122728,0.07875453,0.1053559
07/03/2016 08.00,0,0.06095968,0.08042821
07/03/2016 09.00,0,0.07229567,0.083157
07/03/2016 10.00,0.0202302,0.009669755,0.1149745
07/03/2016 11.00,0.02545379,0.04257692,0.2431131
07/03/2016 12.00,0.05063422,0.03253653,0.2813012
07/03/2016 13.00,0.04249062,0.03363912,0.1975256
07/03/2016 14.00,0.05023085,0.04494045,0.1147568
07/03/2016 15.00,0.03158677,0.05972587,0.1432715
07/03/2016 16.00,0.05311335,0.08271991,0.07074988
07/03/2016 17.00,0.03241682,0.1118444,0.1038862
07/03/2016 18.00,0.09814204,0.180248,0.0378495
07/03/2016 19.00,0.1115935,0.2572883,0.02782366
07/03/2016 20.00,0.2094024,0.1561387,0.05572905
07/03/2016 21.00,0.3271277,0.1867494,0.06722163
07/03/2016 22.00,0.2847194,0.2327899,0.0702483
07/03/2016 23.00,0.2030516,0.203118,0.07281753
08/03/2016 00.00,0.1494377,0.08537479,0.1301971
08/03/2016 01.00,0.1553019,0.00057392,0.08851406
08/03/2016 02.00,0.1775662,0.001403429,0.05293511
08/03/2016 03.00,0.1180906,0.03948881,0.01331965
08/03/2016 04.00,0.08031206,0.006208822,0.002391301
08/03/2016 05.00,0.1773448,0,0.005631892
08/03/2016 06.00,0.1748169,0,0.001249132
08/03/2016 07.00,0.1814938,0,0.005843743
08/03/2016 08.00,0.125099,0.006579995,0.003751701
08/03/2016 09.00,0.1300758,0,0.01226738
08/03/2016 10.00,0.1171147,0,0.02427256
08/03/2016 11.00,0.121917,0.01186666,0.05740542
08/03/2016 12.00,0.1245968,0.01950343,0.06719691
08/03/2016 13.00,0.1267467,0.02652282,0.1175669
08/03/2016 14.00,0.3079531,0.04558702,0.1001073
08/03/2016 15.00,0.2909049,0.06525214,0.1289153
08/03/2016 16.00,0.1667469,0.1139112,0.1616657
08/03/2016 17.00,0.1713082,0.1436255,0.1113279
08/03/2016 18.00,0.3995069,0.2096743,0.135103
08/03/2016 19.00,0.4738451,0.1423172,0.1736908
08/03/2016 20.00,0.3811941,0.09387575,0.3196174
08/03/2016 21.00,0.4759051,0.08276554,0.2551588
08/03/2016 22.00,0.4217876,0.03328606,0.2905427
08/03/2016 23.00,0.6260064,0.03032561,0.3138534
09/03/2016 00.00,0.4308183,0.006419585,0.5231748
09/03/2016 01.00,0.4322256,0.06162252,0.4170376
09/03/2016 02.00,0.5052457,0.09150724,0.3962587
09/03/2016 03.00,0.5440375,0.1586701,0.3835725
09/03/2016 04.00,0.6252362,0.2078768,0.4597561
09/03/2016 05.00,0.5801164,0.3023897,0.2923592
09/03/2016 06.00,0.607021,0.2798451,0.3990245
09/03/2016 07.00,0.4863282,0.2408333,0.2065207
09/03/2016 08.00,0.4088659,0.230631,0.2153006
09/03/2016 09.00,0.2735865,0.2460664,0.1899858
09/03/2016 10.00,0.3595604,0.2206172,0.2035276
09/03/2016 11.00,0.3176251,0.3989314,0.1646017
09/03/2016 12.00,0.2826146,0.374286,0.144171
09/03/2016 13.00,0.3096946,0.3541288,0.1423411
09/03/2016 14.00,0.385728,0.3834364,0.1568904
09/03/2016 15.00,0.4052868,0.3062588,0.166429
09/03/2016 16.00,0.3556639,0.2967578,0.1725252
09/03/2016 17.00,0.5135053,0.4012822,0.2275577
09/03/2016 18.00,0.5278658,0.3359721,0.4405893
09/03/2016 19.00,0.7102217,0.2651555,0.4103615
09/03/2016 20.00,0.7619996,0.260123,0.5753765
09/03/2016 21.00,0.4120371,0.1890372,0.6919343
09/03/2016 22.00,0.5073032,0.2315557,0.5074228
09/03/2016 23.00,0.4385211,0.1994195,0.4695363
10/03/2016 00.00,0.4677495,0.2031748,0.3862388
10/03/2016 01.00,0.5113719,0.1646677,0.4106952
10/03/2016 02.00,0.379223,0.1023375,0.3858953
10/03/2016 03.00,0.412467,0.1221705,0.4531403
10/03/2016 04.00,0.4685833,0.09719981,0.6269959
10/03/2016 05.00,0.3346227,0.02677675,0.7359906
10/03/2016 06.00,0.2815196,0.007798106,0.6802752
10/03/2016 07.00,0.279498,0.02754395,0.6419059
10/03/2016 08.00,0.1951576,0.03357236,0.5357749
10/03/2016 09.00,0.137459,0.02439908,0.4750385
10/03/2016 10.00,0.1248695,0.002069232,0.4170945
10/03/2016 11.00,0.1470455,0,0.3470037
10/03/2016 12.00,0.06706709,0.02109934,0.2716429
10/03/2016 13.00,0.05395797,0.009361489,0.3015549
10/03/2016 14.00,0.06276877,0.004898544,0.2871706
10/03/2016 15.00,0.1207658,0.01430797,0.3538379
10/03/2016 16.00,0.07322598,0.03571103,0.2609826
10/03/2016 17.00,0.0589801,0.0322147,0.3428213
10/03/2016 18.00,0.13613,0.03174324,0.4284364
10/03/2016 19.00,0.2939212,0.01703345,0.4722201
10/03/2016 20.00,0.2785662,0.01930814,0.5925691
10/03/2016 21.00,0.2099595,0.02757454,0.5844747
10/03/2016 22.00,0.14864,0.03581281,0.5393012
10/03/2016 23.00,0.1759937,0.007127186,0.4051193
11/03/2016 00.00,0.2713488,0.008422232,0.321493
11/03/2016 01.00,0.2082291,0.01922135,0.349877
11/03/2016 02.00,0.1575471,0.02773351,0.2845159
11/03/2016 03.00,0.2167725,0.03611953,0.2861443
11/03/2016 04.00,0.4043981,0.03227882,0.4191765
11/03/2016 05.00,0.2913824,0.004808445,0.3545201
11/03/2016 06.00,0.3072541,0,0.3866695
11/03/2016 07.00,0.2435478,0,0.3693731
11/03/2016 08.00,0.1682608,0,0.2795372
11/03/2016 09.00,0.09496823,0,0.2991531
11/03/2016 10.00,0.01968331,0,0.2084209
11/03/2016 11.00,0.08945902,0,0.1784678
11/03/2016 12.00,0.08654833,0,0.2206241
11/03/2016 13.00,0.01678621,0,0.2086162
11/03/2016 14.00,0.01643067,0,0.08297808
11/03/2016 15.00,0.06175094,0,0.1632134
11/03/2016 16.00,0.04533497,0.006974959,0.1722123
11/03/2016 17.00,0.03467572,0.003293628,0.08904438
11/03/2016 18.00,0.02976504,0.00981427,0.07285464
11/03/2016 19.00,0.03238757,0,0.08248667
11/03/2016 20.00,0.0351217,0,0.1258515
11/03/2016 21.00,0.06761286,0,0.05025927
11/03/2016 22.00,0.09637959,0,0.07676546
11/03/2016 23.00,0.06271532,0,0.1592044
12/03/2016 00.00,0.1185721,0,0.1693933
12/03/2016 01.00,0.01006193,0,0.130236
12/03/2016 02.00,0.03204907,0,0.1104244
12/03/2016 03.00,0.009828403,0,0.09041782
12/03/2016 04.00,0,0,0.1107782
12/03/2016 05.00,0,0,0.1157452
12/03/2016 06.00,0.02138462,0,0.0944578
12/03/2016 07.00,0,0,0.1163257
12/03/2016 08.00,0.000834179,0,0.05175282
12/03/2016 09.00,0.002728826,0,0.03599699
12/03/2016 10.00,0,0,0.03266019
12/03/2016 11.00,0,0,0.04259709
12/03/2016 12.00,0,0,0.03630055
12/03/2016 13.00,0,0,0.03167238
12/03/2016 14.00,0,0.005468283,0.02649417
12/03/2016 15.00,0,0.00407926,0.0285062
12/03/2016 16.00,0,0.05328918,0.003385355
12/03/2016 17.00,0,0.0489133,0
12/03/2016 18.00,0.003438931,0.05457053,0
12/03/2016 19.00,0.05902604,0.01298499,0
12/03/2016 20.00,0.06749437,0,0
12/03/2016 21.00,0.09167854,0.01473565,0
12/03/2016 22.00,0.1306437,0.004949124,0
12/03/2016 23.00,0.04853608,0,0
13/03/2016 00.00,0.06657716,0,0
13/03/2016 01.00,0.03270672,0,0
13/03/2016 02.00,0.01369786,0,0
13/03/2016 03.00,0.004922512,0,0
13/03/2016 04.00,0,0,0.005970966
13/03/2016 05.00,0,0,0.01187162
13/03/2016 06.00,0,0,0.02360171
13/03/2016 07.00,0,0.02663613,0.02944917
13/03/2016 08.00,0.008818819,0.04547734,0.01267896
13/03/2016 09.00,0.001979962,0.1083309,0
13/03/2016 10.00,0,0.150407,0
13/03/2016 11.00,0,0.1917748,0
13/03/2016 12.00,0,0.1776282,0
13/03/2016 13.00,0,0.2015108,0
13/03/2016 14.00,0,0.2015211,0
13/03/2016 15.00,0,0.2230783,0
13/03/2016 16.00,0,0.2047901,0
13/03/2016 17.00,0.005587684,0.282604,0.001048105
13/03/2016 18.00,0.02634033,0.335324,0.03350239
13/03/2016 19.00,0.02571383,0.2461492,0.1305988
13/03/2016 20.00,0.005141932,0.2382829,0.1681868
13/03/2016 21.00,0.01231317,0.2078153,0.2459663
13/03/2016 22.00,0.01535496,0.1942565,0.2848175
13/03/2016 23.00,0.02597802,0.1702085,0.4136101
14/03/2016 00.00,0.104227,0.1337859,0.4347657
14/03/2016 01.00,0.2495005,0.1182135,0.3838478
14/03/2016 02.00,0.2850343,0.1026229,0.4778158
14/03/2016 03.00,0.4349138,0.1128392,0.502212
14/03/2016 04.00,0.4128576,0.1004024,0.334544
14/03/2016 05.00,0.4034725,0.08082236,0.3353162
14/03/2016 06.00,0.3335794,0.129981,0.5586821
14/03/2016 07.00,0.511993,0.2479926,0.2427491
14/03/2016 08.00,0.3424582,0.3271295,0.1828662
14/03/2016 09.00,0.1805147,0.5238634,0.1606633
14/03/2016 10.00,0.1896499,0.3750687,0.1013569
14/03/2016 11.00,0.1314375,0.6194795,0.08248458
14/03/2016 12.00,0.1699338,0.4700762,0.07191566
14/03/2016 13.00,0.1566889,0.3930819,0.07095779
14/03/2016 14.00,0.1873132,0.4601488,0.06370129
14/03/2016 15.00,0.1737013,0.5440524,0.1214858
14/03/2016 16.00,0.2798714,0.5427837,0.08384948
14/03/2016 17.00,0.2514282,0.5398135,0.2345998
14/03/2016 18.00,0.3655338,0.7321203,0.2780262
14/03/2016 19.00,0.26925,0.9452247,0.38536
14/03/2016 20.00,0.3960496,0.8828098,0.5820472
14/03/2016 21.00,0.5577002,0.95,0.4085769
14/03/2016 22.00,0.5451019,0.95,0.1409978
14/03/2016 23.00,0.5482757,0.9499999,0.06127261
15/03/2016 00.00,0.4648469,0.95,0.1667992
15/03/2016 01.00,0.4260551,0.7861837,0.3825951
15/03/2016 02.00,0.426565,0.8299007,0.6310449
15/03/2016 03.00,0.2973694,0.921966,0.5009748
15/03/2016 04.00,0.1813784,0.7763454,0.4848276
15/03/2016 05.00,0.2744515,0.5720227,0.6628273
15/03/2016 06.00,0.2286667,0.6447225,0.6781989
15/03/2016 07.00,0.1816324,0.6716236,0.7715808
15/03/2016 08.00,0.08714554,0.8237468,0.7323068
15/03/2016 09.00,0.1255161,0.5448501,0.8025554
15/03/2016 10.00,0.1857981,0.5357225,0.8055231
15/03/2016 11.00,0.1746231,0.6612541,0.8218763
15/03/2016 12.00,0.1410598,0.7410508,0.7388807
15/03/2016 13.00,0.1208696,0.6234244,0.8152942
15/03/2016 14.00,0.2726221,0.5054013,0.6652701
15/03/2016 15.00,0.2428374,0.4092305,0.7128047
15/03/2016 16.00,0.09433664,0.4137902,0.7383227
15/03/2016 17.00,0.04979009,0.4155856,0.5176243
15/03/2016 18.00,0.1333366,0.5675473,0.5238457
15/03/2016 19.00,0.1939711,0.4724873,0.5182527
15/03/2016 20.00,0.1801117,0.4156113,0.5855296
15/03/2016 21.00,0.2406189,0.4751985,0.3229392
15/03/2016 22.00,0.170844,0.3753532,0.2409615
15/03/2016 23.00,0.2570402,0.5264055,0.1297241
16/03/2016 00.00,0.1637543,0.4468842,0.1037227
16/03/2016 01.00,0.1349303,0.6424226,0.02157147
16/03/2016 02.00,0.07643072,0.6238758,0.001159106
16/03/2016 03.00,0.02245441,0.6758417,0
16/03/2016 04.00,0.01090206,0.6039195,0.01287611
16/03/2016 05.00,0,0.7029874,0
16/03/2016 06.00,0,0.7535363,0.008821209
16/03/2016 07.00,0,0.8297949,0
16/03/2016 08.00,0,0.9136631,0
16/03/2016 09.00,0,0.95,0
16/03/2016 10.00,0,0.9101132,0
16/03/2016 11.00,0,0.95,0
16/03/2016 12.00,0,0.7898489,0
16/03/2016 13.00,0,0.8010802,0.009668185
16/03/2016 14.00,0,0.95,0.02652372
16/03/2016 15.00,0,0.9499999,0.05513738
16/03/2016 16.00,0,0.95,0.09027746
16/03/2016 17.00,0,0.95,0.1321584
16/03/2016 18.00,0,0.95,0.324859
16/03/2016 19.00,0.01721749,0.8720833,0.2796034
16/03/2016 20.00,0.04410169,0.7343841,0.3165986
16/03/2016 21.00,0.02006066,0.5712916,0.4082284
16/03/2016 22.00,0.08615796,0.819886,0.4469306
16/03/2016 23.00,0.1231061,0.8614953,0.6346475
17/03/2016 00.00,0.2233242,0.90501,0.663708
17/03/2016 01.00,0.3355399,0.8415213,0.7226075
17/03/2016 02.00,0.2204423,0.6863295,0.6065116
17/03/2016 03.00,0.1853743,0.864879,0.6322332
17/03/2016 04.00,0.2420475,0.9232113,0.6828336
17/03/2016 05.00,0.2353774,0.7676465,0.6829935
17/03/2016 06.00,0.2558116,0.7502558,0.6516372
17/03/2016 07.00,0.3111985,0.9262809,0.6070554
17/03/2016 08.00,0.2142639,0.9394802,0.3703349
17/03/2016 09.00,0.1255369,0.9417561,0.2481211
17/03/2016 10.00,0.1331334,0.9229164,0.2495058
17/03/2016 11.00,0.2601954,0.8373061,0.2507547
17/03/2016 12.00,0.2007377,0.8558691,0.2589732
17/03/2016 13.00,0.1742212,0.5214387,0.3878804
17/03/2016 14.00,0.2140914,0.348406,0.4003133
17/03/2016 15.00,0.4435312,0.3591051,0.5032802
17/03/2016 16.00,0.3882581,0.4681459,0.4225595
17/03/2016 17.00,0.3752521,0.4394194,0.5545379
17/03/2016 18.00,0.5321211,0.4471852,0.6122559
17/03/2016 19.00,0.7199901,0.4854102,0.6231151
17/03/2016 20.00,0.6339726,0.7210397,0.7465245
17/03/2016 21.00,0.4941645,0.8407778,0.7663521
17/03/2016 22.00,0.359647,0.7153978,0.7967353
17/03/2016 23.00,0.3435171,0.4649493,0.6634238
18/03/2016 00.00,0.4236508,0.5911976,0.5438676
18/03/2016 01.00,0.3526967,0.5966389,0.6044205
18/03/2016 02.00,0.2838794,0.4296449,0.503252
18/03/2016 03.00,0.3583812,0.3843647,0.4433696
18/03/2016 04.00,0.5994744,0.4603087,0.5246208
18/03/2016 05.00,0.4373295,0.435032,0.4425425
18/03/2016 06.00,0.5611231,0.4662824,0.5376178
18/03/2016 07.00,0.5426164,0.4508197,0.5465658
18/03/2016 08.00,0.3588372,0.2324115,0.2918066
18/03/2016 09.00,0.2104158,0.1734025,0.2417478
18/03/2016 10.00,0.1055313,0.1488179,0.2142486
18/03/2016 11.00,0.3453529,0.1406077,0.2507827
18/03/2016 12.00,0.4307232,0.2026306,0.397146
