Time,DKe_wind,SE2_wind,SE4_wind
20/02/2015 12.00,0.7497964,0.1313251,0.9175245
20/02/2015 13.00,0.4537408,0.09711314,0.9273276
20/02/2015 14.00,0.4719399,0.06765486,0.6555326
20/02/2015 15.00,0.8018408,0.08870813,0.9114202
20/02/2015 16.00,0.7716985,0.1604066,0.95
20/02/2015 17.00,0.6741351,0.1725007,0.7839167
20/02/2015 18.00,0.4753332,0.215051,0.735771
20/02/2015 19.00,0.4065088,0.1287643,0.807936
20/02/2015 20.00,0.4000051,0.1748863,0.874904
20/02/2015 21.00,0.3172785,0.1899781,0.4897958
20/02/2015 22.00,0.1832054,0.1106527,0.4191866
20/02/2015 23.00,0.08600367,0.1184848,0.3951875
21/02/2015 00.00,0.204832,0.07346887,0.2885031
21/02/2015 01.00,0.09882662,0.1399249,0.3115387
21/02/2015 02.00,0.1955695,0.1373599,0.4109466
21/02/2015 03.00,0.1516379,0.06909806,0.4749955
21/02/2015 04.00,0.1239693,0.06447666,0.7971043
21/02/2015 05.00,0.1733945,0.05352664,0.95
21/02/2015 06.00,0.4241709,0.05673593,0.9499999
21/02/2015 07.00,0.2947603,0.04792902,0.9499999
21/02/2015 08.00,0.2654018,0.02112331,0.9499999
21/02/2015 09.00,0.3298316,0.01051576,0.95
21/02/2015 10.00,0.1764938,0.03260015,0.95
21/02/2015 11.00,0.3059682,0.01212199,0.95
21/02/2015 12.00,0.5204727,0.01113382,0.95
21/02/2015 13.00,0.8227305,0.01753708,0.95
21/02/2015 14.00,0.5879008,0.01540748,0.95
21/02/2015 15.00,0.3745687,0.01222777,0.9499999
21/02/2015 16.00,0.3655607,0.05358517,0.95
21/02/2015 17.00,0.3104566,0.03432316,0.7377776
21/02/2015 18.00,0.2299169,0.05707777,0.6422946
21/02/2015 19.00,0.2898608,0.04305002,0.6844769
21/02/2015 20.00,0.2262405,0.02132904,0.7602782
21/02/2015 21.00,0.4126971,0.02680867,0.8071522
21/02/2015 22.00,0.7256656,0,0.7059402
21/02/2015 23.00,0.392145,0,0.6377976
22/02/2015 00.00,0.5243425,0,0.4831687
22/02/2015 01.00,0.6282453,0,0.6399071
22/02/2015 02.00,0.7984169,0,0.7735171
22/02/2015 03.00,0.9259629,0,0.7644737
22/02/2015 04.00,0.9499999,0,0.9383289
22/02/2015 05.00,0.95,0,0.95
22/02/2015 06.00,0.95,0,0.95
22/02/2015 07.00,0.9154537,0,0.95
22/02/2015 08.00,0.8252729,0,0.9499999
22/02/2015 09.00,0.7956519,0,0.95
22/02/2015 10.00,0.441891,0,0.95
22/02/2015 11.00,0.3456938,0,0.940122
22/02/2015 12.00,0.3274928,0,0.7709422
22/02/2015 13.00,0.3121206,0,0.6040165
22/02/2015 14.00,0.2596617,0.00879886,0.5063317
22/02/2015 15.00,0.4865246,0.01887964,0.6439633
22/02/2015 16.00,0.5057217,0.002909492,0.745531
22/02/2015 17.00,0.5671017,0.009208966,0.7037892
22/02/2015 18.00,0.705451,0.01165527,0.694768
22/02/2015 19.00,0.7217391,0,0.8038287
22/02/2015 20.00,0.6839066,0,0.6452528
22/02/2015 21.00,0.8122658,0,0.6354844
22/02/2015 22.00,0.745463,0,0.5590539
22/02/2015 23.00,0.7596436,0,0.6263815
23/02/2015 00.00,0.9499999,0,0.646229
23/02/2015 01.00,0.95,0.04874142,0.8230487
23/02/2015 02.00,0.95,0.1227737,0.95
23/02/2015 03.00,0.95,0.1834379,0.95
23/02/2015 04.00,0.95,0.2065273,0.9499999
23/02/2015 05.00,0.9499999,0.1797513,0.95
23/02/2015 06.00,0.9499999,0.2453813,0.95
23/02/2015 07.00,0.95,0.4051832,0.9499999
23/02/2015 08.00,0.95,0.5651886,0.95
23/02/2015 09.00,0.95,0.8901373,0.95
23/02/2015 10.00,0.9499999,0.7234748,0.95
23/02/2015 11.00,0.95,0.9421096,0.95
23/02/2015 12.00,0.9499999,0.8697276,0.95
23/02/2015 13.00,0.8832843,0.8232977,0.95
23/02/2015 14.00,0.7216017,0.8081266,0.9499999
23/02/2015 15.00,0.4541987,0.7964758,0.9499999
23/02/2015 16.00,0.5110078,0.7516271,0.918182
23/02/2015 17.00,0.4640628,0.6090336,0.95
23/02/2015 18.00,0.6470307,0.5950743,0.8352777
23/02/2015 19.00,0.4932634,0.6300919,0.7042364
23/02/2015 20.00,0.5538876,0.3325985,0.7109674
23/02/2015 21.00,0.5605093,0.2990317,0.5517251
23/02/2015 22.00,0.5012343,0.3276074,0.3884711
23/02/2015 23.00,0.4756484,0.3150459,0.2839557
24/02/2015 00.00,0.4023949,0.2453374,0.3724428
24/02/2015 01.00,0.3954743,0.1869386,0.2762657
24/02/2015 02.00,0.4932486,0.3054263,0.2594943
24/02/2015 03.00,0.4251518,0.4748961,0.2120034
24/02/2015 04.00,0.3740061,0.3303633,0.1944333
24/02/2015 05.00,0.6725547,0.1760913,0.2690615
24/02/2015 06.00,0.6639745,0.1628069,0.2838252
24/02/2015 07.00,0.6840212,0.1421908,0.3630318
24/02/2015 08.00,0.5740091,0.1863925,0.3386502
24/02/2015 09.00,0.8765473,0.089756,0.3361992
24/02/2015 10.00,0.9362432,0.07639795,0.3326646
24/02/2015 11.00,0.91316,0.09576577,0.3799938
24/02/2015 12.00,0.943144,0.1344482,0.375021
24/02/2015 13.00,0.95,0.1517643,0.623993
24/02/2015 14.00,0.95,0.1925981,0.8070898
24/02/2015 15.00,0.95,0.2183628,0.95
24/02/2015 16.00,0.95,0.2949455,0.95
24/02/2015 17.00,0.95,0.3728489,0.9499999
24/02/2015 18.00,0.9499999,0.4916267,0.95
24/02/2015 19.00,0.95,0.3534986,0.95
24/02/2015 20.00,0.8556415,0.3287401,0.95
24/02/2015 21.00,0.7806509,0.4605212,0.9468742
24/02/2015 22.00,0.5028447,0.3904602,0.9143211
24/02/2015 23.00,0.65874,0.4497948,0.8613433
25/02/2015 00.00,0.5203553,0.3057621,0.9311329
25/02/2015 01.00,0.5056409,0.4327134,0.5986858
25/02/2015 02.00,0.4597731,0.4232179,0.3797451
25/02/2015 03.00,0.4158841,0.5059863,0.3000392
25/02/2015 04.00,0.4511772,0.4559989,0.3923921
25/02/2015 05.00,0.3814955,0.5473219,0.2731732
25/02/2015 06.00,0.3954026,0.6312506,0.386772
25/02/2015 07.00,0.3489345,0.6907597,0.1914916
25/02/2015 08.00,0.2974097,0.5991716,0.2168484
25/02/2015 09.00,0.1584982,0.4016611,0.1764649
25/02/2015 10.00,0.1556616,0.2267468,0.132639
25/02/2015 11.00,0.1078859,0.3100364,0.08172408
25/02/2015 12.00,0.08177371,0.2700873,0.06727896
25/02/2015 13.00,0.08035045,0.3144863,0.08202697
25/02/2015 14.00,0.1271601,0.4284083,0.1065607
25/02/2015 15.00,0.1607198,0.317042,0.1142187
25/02/2015 16.00,0.1147409,0.2227053,0.1004063
25/02/2015 17.00,0.1488869,0.2568518,0.09846419
25/02/2015 18.00,0.1837959,0.2199397,0.1908325
25/02/2015 19.00,0.3449265,0.193687,0.1259851
25/02/2015 20.00,0.3949438,0.1892717,0.1090639
25/02/2015 21.00,0.1713769,0.124207,0.107151
25/02/2015 22.00,0.199686,0.1332048,0.07636653
25/02/2015 23.00,0.1110881,0.09282711,0.05966574
26/02/2015 00.00,0.06639618,0.1138966,0.02304818
26/02/2015 01.00,0.05723512,0.11854,0.03078196
26/02/2015 02.00,0.03858858,0.08006413,0.03418813
26/02/2015 03.00,0.08362875,0.1316738,0.04722721
26/02/2015 04.00,0.1743823,0.1584342,0.05368621
26/02/2015 05.00,0.1862485,0.1082219,0.05416342
26/02/2015 06.00,0.2419979,0.1225975,0.05553254
26/02/2015 07.00,0.3609858,0.2404656,0.07774052
26/02/2015 08.00,0.3335528,0.3191636,0.09418207
26/02/2015 09.00,0.2155915,0.3464444,0.09184996
26/02/2015 10.00,0.1952857,0.3425701,0.08906352
26/02/2015 11.00,0.3298178,0.4145039,0.103728
26/02/2015 12.00,0.2664043,0.8217608,0.08814985
26/02/2015 13.00,0.329425,0.8786012,0.1185005
26/02/2015 14.00,0.4746038,0.9187667,0.1417627
26/02/2015 15.00,0.844304,0.95,0.2780953
26/02/2015 16.00,0.7994996,0.9499999,0.3464032
26/02/2015 17.00,0.8091235,0.95,0.5905653
26/02/2015 18.00,0.9360905,0.95,0.7587565
26/02/2015 19.00,0.95,0.9268388,0.8142783
26/02/2015 20.00,0.9499999,0.9136026,0.9178042
26/02/2015 21.00,0.95,0.9258757,0.9330357
26/02/2015 22.00,0.9168512,0.9352067,0.95
26/02/2015 23.00,0.8926578,0.7110882,0.9430336
27/02/2015 00.00,0.9478712,0.6938162,0.9265701
27/02/2015 01.00,0.9147831,0.720569,0.9438049
27/02/2015 02.00,0.818694,0.6572744,0.8299951
27/02/2015 03.00,0.8310693,0.6519026,0.7647945
27/02/2015 04.00,0.941177,0.692971,0.9172693
27/02/2015 05.00,0.7623469,0.5888563,0.8272775
27/02/2015 06.00,0.8029159,0.5955403,0.8441693
27/02/2015 07.00,0.7036021,0.6477857,0.836394
27/02/2015 08.00,0.6153128,0.5183927,0.6824509
27/02/2015 09.00,0.4024788,0.5247138,0.6461552
27/02/2015 10.00,0.1281246,0.4945435,0.4389977
27/02/2015 11.00,0.2352863,0.5028995,0.3586922
27/02/2015 12.00,0.1859483,0.6551216,0.3723953
27/02/2015 13.00,0.04732985,0.6586661,0.3163511
27/02/2015 14.00,0.02220223,0.5697746,0.1385786
27/02/2015 15.00,0.03494791,0.5662811,0.2728558
27/02/2015 16.00,0.005883683,0.6494035,0.3285802
27/02/2015 17.00,0,0.5861255,0.1929491
27/02/2015 18.00,0,0.6183837,0.1746454
27/02/2015 19.00,0.004745451,0.4041435,0.2458867
27/02/2015 20.00,0.009726837,0.4838812,0.3939691
27/02/2015 21.00,0.02298838,0.4914995,0.1284645
27/02/2015 22.00,0.02908955,0.3237654,0.04526555
27/02/2015 23.00,0.01318437,0.2859573,0.02791368
28/02/2015 00.00,0.0651869,0.1194261,0.004304102
28/02/2015 01.00,0.005938029,0.1326621,0.001345981
28/02/2015 02.00,0.04863127,0.122192,0.0240979
28/02/2015 03.00,0.0220653,0.09233579,0.03879264
28/02/2015 04.00,0,0.1358424,0.06561593
28/02/2015 05.00,0,0.13706,0.05999037
28/02/2015 06.00,0.03642256,0.1302977,0.02771292
28/02/2015 07.00,0.0275547,0.1650077,0.03052755
28/02/2015 08.00,0.0530735,0.1928206,0.01711617
28/02/2015 09.00,0.1227375,0.1484255,0.04202025
28/02/2015 10.00,0.1063072,0.230442,0.05827466
28/02/2015 11.00,0.1457375,0.287971,0.07574103
28/02/2015 12.00,0.1283994,0.420455,0.06900963
28/02/2015 13.00,0.2275169,0.6565579,0.0777262
28/02/2015 14.00,0.2041921,0.7352125,0.105289
28/02/2015 15.00,0.2587128,0.6119534,0.1767273
28/02/2015 16.00,0.4436749,0.8613615,0.1705635
28/02/2015 17.00,0.5595496,0.8545468,0.1976512
28/02/2015 18.00,0.63661,0.95,0.3849612
28/02/2015 19.00,0.9084538,0.9406666,0.4384266
28/02/2015 20.00,0.8542603,0.8562624,0.4845567
28/02/2015 21.00,0.9389157,0.95,0.7243942
28/02/2015 22.00,0.95,0.9426403,0.8058156
28/02/2015 23.00,0.8728387,0.8756422,0.8650197
01/03/2015 00.00,0.9382001,0.9249856,0.7749225
01/03/2015 01.00,0.9275794,0.8198828,0.9393354
01/03/2015 02.00,0.95,0.9097301,0.95
01/03/2015 03.00,0.9499999,0.95,0.95
01/03/2015 04.00,0.95,0.95,0.95
01/03/2015 05.00,0.95,0.942324,0.9499999
01/03/2015 06.00,0.95,0.95,0.95
01/03/2015 07.00,0.95,0.95,0.95
01/03/2015 08.00,0.9499999,0.8478409,0.95
01/03/2015 09.00,0.95,0.9264269,0.95
01/03/2015 10.00,0.95,0.8974928,0.95
01/03/2015 11.00,0.95,0.8862976,0.95
01/03/2015 12.00,0.9499999,0.925283,0.95
01/03/2015 13.00,0.9120366,0.95,0.95
01/03/2015 14.00,0.5697634,0.95,0.95
01/03/2015 15.00,0.9134612,0.95,0.95
01/03/2015 16.00,0.9238149,0.9499999,0.95
01/03/2015 17.00,0.7548201,0.95,0.8564364
01/03/2015 18.00,0.7205771,0.95,0.738673
01/03/2015 19.00,0.7748141,0.95,0.7542408
01/03/2015 20.00,0.7574422,0.9468396,0.7957752
01/03/2015 21.00,0.8268228,0.9333568,0.95
01/03/2015 22.00,0.7550417,0.9298882,0.9097261
01/03/2015 23.00,0.6939744,0.8773451,0.844625
02/03/2015 00.00,0.7606927,0.7170019,0.7442468
02/03/2015 01.00,0.7115276,0.554366,0.5980449
02/03/2015 02.00,0.4642942,0.4325313,0.6806468
02/03/2015 03.00,0.5561514,0.4399421,0.6785963
02/03/2015 04.00,0.3846191,0.3588984,0.3674602
02/03/2015 05.00,0.3914224,0.2007819,0.2708153
02/03/2015 06.00,0.4078797,0.1732325,0.5833686
02/03/2015 07.00,0.5483055,0.1788804,0.5778373
02/03/2015 08.00,0.4476447,0.1354353,0.8751928
02/03/2015 09.00,0.2203664,0.1742977,0.8061794
02/03/2015 10.00,0.1951313,0.08238067,0.4245459
02/03/2015 11.00,0.2218691,0.1883161,0.6059063
02/03/2015 12.00,0.4050516,0.1761074,0.9198602
02/03/2015 13.00,0.4329862,0.1449102,0.9327181
02/03/2015 14.00,0.5877975,0.1243626,0.7525759
02/03/2015 15.00,0.7362521,0.1288928,0.754608
02/03/2015 16.00,0.95,0.1549714,0.4583835
02/03/2015 17.00,0.9419714,0.1787526,0.8782897
02/03/2015 18.00,0.95,0.2458974,0.9221511
02/03/2015 19.00,0.898585,0.2851348,0.9358143
02/03/2015 20.00,0.8734221,0.1028954,0.95
02/03/2015 21.00,0.8615083,0.06313365,0.9499999
02/03/2015 22.00,0.7757494,0.08689445,0.8632398
02/03/2015 23.00,0.7154198,0.1314081,0.700429
03/03/2015 00.00,0.6231213,0.1004176,0.7985469
03/03/2015 01.00,0.6156549,0.03001971,0.7277611
03/03/2015 02.00,0.6688727,0.01456385,0.8249587
03/03/2015 03.00,0.5316223,0.005010481,0.815033
03/03/2015 04.00,0.4484265,0,0.8086263
03/03/2015 05.00,0.8291829,0,0.8245237
03/03/2015 06.00,0.9357165,0,0.710255
03/03/2015 07.00,0.95,0,0.7312266
03/03/2015 08.00,0.9104217,0,0.6697592
03/03/2015 09.00,0.95,0,0.8880906
03/03/2015 10.00,0.9499999,0,0.95
03/03/2015 11.00,0.8475573,0,0.95
03/03/2015 12.00,0.7502053,0,0.95
03/03/2015 13.00,0.6315197,0,0.95
03/03/2015 14.00,0.9362361,0,0.9153994
03/03/2015 15.00,0.9166417,0,0.937503
03/03/2015 16.00,0.5484743,0,0.9407431
03/03/2015 17.00,0.4006177,0,0.819358
03/03/2015 18.00,0.6083963,0.01010465,0.8397968
03/03/2015 19.00,0.5853896,0.02989295,0.7830564
03/03/2015 20.00,0.4715515,0.06120658,0.8627517
03/03/2015 21.00,0.5627066,0.1178917,0.6033344
03/03/2015 22.00,0.4240345,0.09321816,0.5460881
03/03/2015 23.00,0.6441579,0.1422881,0.4521535
04/03/2015 00.00,0.5522771,0.113093,0.6000268
04/03/2015 01.00,0.5880958,0.1900207,0.4819502
04/03/2015 02.00,0.589929,0.1808482,0.5296631
04/03/2015 03.00,0.4664273,0.2159477,0.5225177
04/03/2015 04.00,0.3789423,0.196302,0.5679258
04/03/2015 05.00,0.290504,0.2373628,0.3735092
04/03/2015 06.00,0.4385252,0.2315859,0.5051541
04/03/2015 07.00,0.5242016,0.2515329,0.2535288
04/03/2015 08.00,0.4813819,0.2712066,0.2499011
04/03/2015 09.00,0.3326433,0.2527789,0.2093533
04/03/2015 10.00,0.5527664,0.1975768,0.2745076
04/03/2015 11.00,0.6505936,0.3764011,0.3805137
04/03/2015 12.00,0.5949485,0.4124807,0.5144292
04/03/2015 13.00,0.506923,0.4844533,0.5814301
04/03/2015 14.00,0.4668248,0.6321566,0.5155546
04/03/2015 15.00,0.4228636,0.5843267,0.4002045
04/03/2015 16.00,0.2988546,0.6077384,0.3390216
04/03/2015 17.00,0.3911316,0.8402001,0.3703852
04/03/2015 18.00,0.3957193,0.8509623,0.6413906
04/03/2015 19.00,0.5243912,0.7675015,0.5145584
04/03/2015 20.00,0.681397,0.6914904,0.4917157
04/03/2015 21.00,0.6076862,0.4785351,0.4791107
04/03/2015 22.00,0.8779734,0.5227361,0.3736684
04/03/2015 23.00,0.7375166,0.4320808,0.2227039
05/03/2015 00.00,0.7201985,0.4585518,0.171516
05/03/2015 01.00,0.7150509,0.4196995,0.7904781
05/03/2015 02.00,0.5143421,0.2670904,0.8944519
05/03/2015 03.00,0.540369,0.3017473,0.4297789
05/03/2015 04.00,0.5411543,0.3119861,0.4002409
05/03/2015 05.00,0.316961,0.1870739,0.3787982
05/03/2015 06.00,0.2648059,0.1470126,0.2270911
05/03/2015 07.00,0.2913824,0.1978041,0.2301587
05/03/2015 08.00,0.1691397,0.132501,0.2102477
05/03/2015 09.00,0.1073442,0.03217202,0.08350331
05/03/2015 10.00,0.1428286,0,0.02840697
05/03/2015 11.00,0.2590882,0,0.02660383
05/03/2015 12.00,0.1776018,0.003983638,0.02230797
05/03/2015 13.00,0.1453869,0.01707423,0.03668927
05/03/2015 14.00,0.139654,0.03471116,0.04632521
05/03/2015 15.00,0.1949891,0.1269871,0.08919968
05/03/2015 16.00,0.1070897,0.3282544,0.09681439
05/03/2015 17.00,0.08639432,0.4551986,0.2154511
05/03/2015 18.00,0.1049269,0.5921265,0.2627815
05/03/2015 19.00,0.2579011,0.5198559,0.2043592
05/03/2015 20.00,0.5025836,0.4192628,0.1992525
05/03/2015 21.00,0.5505205,0.3352814,0.1853671
05/03/2015 22.00,0.4355205,0.264289,0.2163059
05/03/2015 23.00,0.4196812,0.1036182,0.2700796
06/03/2015 00.00,0.4854356,0.08517087,0.3303464
06/03/2015 01.00,0.3754777,0.1780817,0.3948569
06/03/2015 02.00,0.2821155,0.4071543,0.3695949
06/03/2015 03.00,0.3473536,0.6079897,0.4793418
06/03/2015 04.00,0.581688,0.6563997,0.7808501
06/03/2015 05.00,0.4351013,0.5311272,0.6175189
06/03/2015 06.00,0.4321736,0.5340757,0.488737
06/03/2015 07.00,0.3262064,0.5425253,0.4124006
06/03/2015 08.00,0.3870838,0.351223,0.3330992
06/03/2015 09.00,0.369609,0.2927431,0.368821
06/03/2015 10.00,0.124944,0.2359402,0.2920685
06/03/2015 11.00,0.2585995,0.2097827,0.3064052
06/03/2015 12.00,0.3152364,0.2249448,0.3524034
06/03/2015 13.00,0.1834217,0.1579356,0.2909969
06/03/2015 14.00,0.1720006,0.06202509,0.1311244
06/03/2015 15.00,0.2368078,0.02027013,0.270812
06/03/2015 16.00,0.1657976,0.03023889,0.3092248
06/03/2015 17.00,0.1889738,0.07215227,0.1842207
06/03/2015 18.00,0.2519301,0.1792687,0.1560451
06/03/2015 19.00,0.2700519,0.1549253,0.1749092
06/03/2015 20.00,0.2622218,0.2972219,0.2675043
06/03/2015 21.00,0.25583,0.4392203,0.1398523
06/03/2015 22.00,0.1891347,0.4383422,0.1633605
06/03/2015 23.00,0.1369532,0.6392548,0.2069729
07/03/2015 00.00,0.3373423,0.5936702,0.1808412
07/03/2015 01.00,0.1687722,0.9263995,0.1617163
07/03/2015 02.00,0.4347174,0.95,0.2110777
07/03/2015 03.00,0.5165771,0.9499999,0.3074383
07/03/2015 04.00,0.5082129,0.95,0.4935411
07/03/2015 05.00,0.6756364,0.95,0.6219131
07/03/2015 06.00,0.95,0.9499999,0.6881851
07/03/2015 07.00,0.9374248,0.95,0.9314412
07/03/2015 08.00,0.95,0.95,0.95
07/03/2015 09.00,0.95,0.95,0.95
07/03/2015 10.00,0.9499999,0.95,0.95
07/03/2015 11.00,0.95,0.95,0.9499999
07/03/2015 12.00,0.95,0.9333611,0.95
07/03/2015 13.00,0.95,0.9405617,0.95
07/03/2015 14.00,0.95,0.8760846,0.95
07/03/2015 15.00,0.95,0.5420059,0.95
07/03/2015 16.00,0.95,0.5718942,0.95
07/03/2015 17.00,0.95,0.439068,0.9499999
07/03/2015 18.00,0.95,0.5376174,0.95
07/03/2015 19.00,0.95,0.4633445,0.95
07/03/2015 20.00,0.95,0.4196634,0.95
07/03/2015 21.00,0.95,0.688228,0.95
07/03/2015 22.00,0.95,0.6990606,0.95
07/03/2015 23.00,0.95,0.5669239,0.95
08/03/2015 00.00,0.9499999,0.6386853,0.95
08/03/2015 01.00,0.95,0.4685445,0.95
08/03/2015 02.00,0.95,0.5389372,0.9499999
08/03/2015 03.00,0.9499999,0.623342,0.95
08/03/2015 04.00,0.9384305,0.545247,0.95
08/03/2015 05.00,0.9499999,0.4028286,0.95
08/03/2015 06.00,0.95,0.487804,0.95
08/03/2015 07.00,0.9168545,0.4994745,0.95
08/03/2015 08.00,0.9224099,0.3695166,0.9499999
08/03/2015 09.00,0.9291565,0.401115,0.9454126
08/03/2015 10.00,0.7401987,0.3563308,0.9463805
08/03/2015 11.00,0.7830805,0.3815663,0.95
08/03/2015 12.00,0.9076424,0.3493344,0.95
08/03/2015 13.00,0.9122334,0.2717838,0.95
08/03/2015 14.00,0.7258211,0.1458651,0.95
08/03/2015 15.00,0.95,0.1704588,0.95
08/03/2015 16.00,0.9499999,0.2904448,0.9499999
08/03/2015 17.00,0.9127584,0.5879599,0.95
08/03/2015 18.00,0.9262112,0.7112722,0.9499999
08/03/2015 19.00,0.911151,0.4855734,0.95
08/03/2015 20.00,0.7326962,0.445522,0.95
08/03/2015 21.00,0.6851183,0.4230008,0.9306213
08/03/2015 22.00,0.5691544,0.4479728,0.850889
08/03/2015 23.00,0.3750436,0.437809,0.8531386
09/03/2015 00.00,0.2897304,0.3947241,0.728348
09/03/2015 01.00,0.2698182,0.3378521,0.4838526
09/03/2015 02.00,0.2021404,0.2400652,0.3790381
09/03/2015 03.00,0.2604147,0.2619234,0.3408776
09/03/2015 04.00,0.1994895,0.2921567,0.2440813
09/03/2015 05.00,0.1403943,0.2356704,0.2278361
09/03/2015 06.00,0.03839421,0.2577724,0.3582363
09/03/2015 07.00,0.0502121,0.3651628,0.1484123
09/03/2015 08.00,0.02182718,0.400887,0.116293
09/03/2015 09.00,0,0.4845311,0.08514915
09/03/2015 10.00,0,0.2594126,0.02339513
09/03/2015 11.00,0,0.4399806,0.005121331
09/03/2015 12.00,0,0.3983446,0.002464022
09/03/2015 13.00,0,0.3708642,0.003294001
09/03/2015 14.00,0.006721495,0.3314243,0
09/03/2015 15.00,0.01236103,0.2897901,0.005271621
09/03/2015 16.00,0.06088113,0.3149678,0
09/03/2015 17.00,0.09053506,0.3412675,0.05421082
09/03/2015 18.00,0.2096618,0.3307534,0.03477605
09/03/2015 19.00,0.1756887,0.3332785,0.02425101
09/03/2015 20.00,0.2602247,0.1985798,0.0349167
09/03/2015 21.00,0.3780764,0.2380085,0.05503914
09/03/2015 22.00,0.3243325,0.2904623,0.08012685
09/03/2015 23.00,0.2756516,0.2859134,0.07794064
10/03/2015 00.00,0.2949943,0.3065813,0.1423206
10/03/2015 01.00,0.3768588,0.3292145,0.1211755
10/03/2015 02.00,0.4374238,0.5786004,0.1282318
10/03/2015 03.00,0.3310692,0.9385072,0.1466776
10/03/2015 04.00,0.2622614,0.95,0.2164581
10/03/2015 05.00,0.4922357,0.8875731,0.2974931
10/03/2015 06.00,0.4738818,0.8747518,0.2446892
10/03/2015 07.00,0.3848292,0.8673506,0.2668453
10/03/2015 08.00,0.2020443,0.95,0.2529952
10/03/2015 09.00,0.3061585,0.7971188,0.2925839
10/03/2015 10.00,0.373542,0.679686,0.3280271
10/03/2015 11.00,0.2967933,0.7522444,0.3854549
10/03/2015 12.00,0.3368329,0.7814483,0.3241836
10/03/2015 13.00,0.4548979,0.7727157,0.3864822
10/03/2015 14.00,0.9306961,0.7560921,0.3689933
10/03/2015 15.00,0.9478275,0.6956721,0.4166359
10/03/2015 16.00,0.69383,0.9277231,0.4724274
10/03/2015 17.00,0.5653026,0.95,0.4268174
10/03/2015 18.00,0.8867326,0.95,0.5268963
10/03/2015 19.00,0.9005796,0.95,0.6402954
10/03/2015 20.00,0.6907845,0.95,0.8980845
10/03/2015 21.00,0.7044311,0.95,0.8124188
10/03/2015 22.00,0.6326476,0.95,0.8273789
10/03/2015 23.00,0.95,0.95,0.7474439
11/03/2015 00.00,0.95,0.95,0.9351807
11/03/2015 01.00,0.9464878,0.9499999,0.9200969
11/03/2015 02.00,0.9296905,0.9499999,0.941408
11/03/2015 03.00,0.9156011,0.8457415,0.9127322
11/03/2015 04.00,0.9292369,0.5545962,0.9359127
11/03/2015 05.00,0.9108084,0.5837703,0.6600831
11/03/2015 06.00,0.9435596,0.5034034,0.8443726
11/03/2015 07.00,0.8663142,0.3072956,0.7119086
11/03/2015 08.00,0.8194509,0.1250678,0.9088407
11/03/2015 09.00,0.6377717,0.04278888,0.8895248
11/03/2015 10.00,0.5990069,0.008349277,0.8799001
11/03/2015 11.00,0.3613625,0.03176197,0.7398588
11/03/2015 12.00,0.2105715,0.01674873,0.5851371
11/03/2015 13.00,0.1495795,0.01159913,0.4321546
11/03/2015 14.00,0.1523179,0.01319282,0.2773623
11/03/2015 15.00,0.1384659,0,0.159819
11/03/2015 16.00,0.07972728,0.000580931,0.09195858
11/03/2015 17.00,0.09944312,0.07626091,0.06511046
11/03/2015 18.00,0.1062336,0.1485974,0.0978678
11/03/2015 19.00,0.1996758,0.2109434,0.03481495
11/03/2015 20.00,0.2735049,0.3041009,0.03062847
11/03/2015 21.00,0.1342594,0.2898751,0.05332939
11/03/2015 22.00,0.2253835,0.452969,0.06966858
11/03/2015 23.00,0.2558765,0.4513941,0.1284685
12/03/2015 00.00,0.2848569,0.4735406,0.1772167
12/03/2015 01.00,0.2213641,0.4634141,0.3048722
12/03/2015 02.00,0.1095494,0.394171,0.2791964
12/03/2015 03.00,0.1046438,0.4910354,0.229366
12/03/2015 04.00,0.08119152,0.5217409,0.2153106
12/03/2015 05.00,0.03192903,0.4083627,0.2261553
12/03/2015 06.00,0.01033246,0.5004725,0.2341258
12/03/2015 07.00,0,0.7294306,0.2280502
12/03/2015 08.00,0,0.4917557,0.1582277
12/03/2015 09.00,0,0.1810703,0.1335203
12/03/2015 10.00,0,0.02312542,0.1410142
12/03/2015 11.00,0.0193651,0,0.1511329
12/03/2015 12.00,0.009741993,0.008341008,0.1350781
12/03/2015 13.00,0.02401388,0.005269773,0.1609763
12/03/2015 14.00,0.04238979,0.01462551,0.1341017
12/03/2015 15.00,0.09707084,0.04910341,0.167043
12/03/2015 16.00,0.06854914,0.1014251,0.1244137
12/03/2015 17.00,0.06610106,0.1149422,0.2014225
12/03/2015 18.00,0.08858401,0.1601973,0.306206
12/03/2015 19.00,0.09498895,0.1539519,0.3508342
12/03/2015 20.00,0.07775964,0.1887868,0.5592319
12/03/2015 21.00,0.07959931,0.216525,0.789117
12/03/2015 22.00,0.09824036,0.257998,0.7982031
12/03/2015 23.00,0.1623745,0.2376897,0.6633538
13/03/2015 00.00,0.2827515,0.3244738,0.5908189
13/03/2015 01.00,0.3088296,0.393604,0.6959174
13/03/2015 02.00,0.2262211,0.3535525,0.6723205
13/03/2015 03.00,0.1926207,0.3098457,0.6167709
13/03/2015 04.00,0.3202423,0.2495973,0.6954257
13/03/2015 05.00,0.2423641,0.1619531,0.5013056
13/03/2015 06.00,0.2764028,0.1782297,0.5541718
13/03/2015 07.00,0.2028972,0.2260677,0.7419005
13/03/2015 08.00,0.1942693,0.2036624,0.843972
13/03/2015 09.00,0.1926797,0.2248696,0.9207895
13/03/2015 10.00,0.07647561,0.1782967,0.7940919
13/03/2015 11.00,0.2236832,0.141359,0.8142113
