HourUTC,HourDK,PriceArea,TotalLoad,Biomass,FossilGas,FossilHardCoal,FossilOil,HydroPower,OtherRenewable,SolarPower,Waste,OnshoreWindPower,OffshoreWindPower,ExchangeContinent,ExchangeGreatBelt,ExchangeNordicCountries
2022-01-26T21:00:00+00:00,2022-01-26T22:00:00,DK1,2765.08,208.01,155.03,463.63,10.03,1.74,2.96,0.61,89.07,1756.64,912.35,327,-113,-693
2022-01-26T21:00:00+00:00,2022-01-26T22:00:00,DK2,1671.29,17.77,89.55,157.07,29.6,,,0,81.2,279,876.33,0,113,116
2022-01-26T22:00:00+00:00,2022-01-26T23:00:00,DK1,2642.47,217.26,135.09,253.66,9.79,1.62,1.98,0.62,87.03,1802.43,1006.73,245,-178,-573
2022-01-26T22:00:00+00:00,2022-01-26T23:00:00,DK2,1562.8,16.68,74.01,103.88,25.18,,,0,79.39,304.69,906.32,0,178,-42
2022-01-26T23:00:00+00:00,2022-01-27T00:00:00,DK1,2516.52,187.49,115.44,195.29,8.74,1.49,1.76,0.62,69.38,1867.49,955.53,265,-143,-612
2022-01-26T23:00:00+00:00,2022-01-27T00:00:00,DK2,1467.3,15.63,64.22,86,21.06,,,0,72.74,339.62,905.73,0,143,-111
2022-01-27T00:00:00+00:00,2022-01-27T01:00:00,DK1,2465.24,218.44,115.24,206.5,9.48,1.49,1.8,0.61,87.77,2083.01,1042.03,246,-174,-961
2022-01-27T00:00:00+00:00,2022-01-27T01:00:00,DK2,1447.12,15.1,64.36,97.88,16.78,,,0,70.08,423.07,911.68,0,174,-267
2022-01-27T01:00:00+00:00,2022-01-27T02:00:00,DK1,2443.65,235.94,124.97,221.17,9.57,1.49,1.82,2.45,88.14,2003.25,1057.21,394,-278,-1071
2022-01-27T01:00:00+00:00,2022-01-27T02:00:00,DK2,1381.23,51.47,64.59,100.06,13.71,,,0,70.24,373.96,913.89,0,278,-429
2022-01-27T02:00:00+00:00,2022-01-27T03:00:00,DK1,2400.48,207.69,118.8,201.06,8.57,1.5,1.8,4.09,88.16,2084.8,1064.98,376,-240,-1143
2022-01-27T02:00:00+00:00,2022-01-27T03:00:00,DK2,1385.8,99.79,64.47,99.87,13.67,,,0,71.59,413.99,913.84,0,240,-479
2022-01-27T03:00:00+00:00,2022-01-27T04:00:00,DK1,2445.97,240.18,131.69,201.89,9.61,1.5,1.85,4.09,87.38,2044.72,1057.4,379,-261,-1140
2022-01-27T03:00:00+00:00,2022-01-27T04:00:00,DK2,1391.79,111.83,64.73,100.43,13.78,,,0,71.91,382.45,911.58,0,261,-468
2022-01-27T04:00:00+00:00,2022-01-27T05:00:00,DK1,2585.49,180.47,120.13,204.4,9.72,1.5,1.85,4.08,88.14,2122.43,1052.62,369,-171,-1010
2022-01-27T04:00:00+00:00,2022-01-27T05:00:00,DK2,1479.3,110.85,64.34,100.45,13.66,,,0,74.41,451.36,910.34,0,171,-387
2022-01-27T05:00:00+00:00,2022-01-27T06:00:00,DK1,2813.29,192.84,124.82,206.9,8.6,1.5,1.73,4.12,91,2170.25,1022.24,379,-162,-886
2022-01-27T05:00:00+00:00,2022-01-27T06:00:00,DK2,1707.31,118.26,56.23,88.98,11.16,,,0,78.09,458.03,914.94,1,162,-152
2022-01-27T06:00:00+00:00,2022-01-27T07:00:00,DK1,3218.33,258.01,123.73,235.6,9.12,1.5,1.81,4.13,90.57,2376.77,942.83,375,-39,-816
2022-01-27T06:00:00+00:00,2022-01-27T07:00:00,DK2,1916.59,201.46,58.65,102.19,13.23,,,0,77.46,469.04,914.97,3,39,64
2022-01-27T07:00:00+00:00,2022-01-27T08:00:00,DK1,3333.29,242.29,152.44,243.12,10.14,1.5,1.86,5.69,90.21,2436.48,885.28,525,-161,-751
2022-01-27T07:00:00+00:00,2022-01-27T08:00:00,DK2,1982.04,206.38,61.09,93.25,22.32,,,0.14,77.79,458.38,907.02,0,161,25
2022-01-27T08:00:00+00:00,2022-01-27T09:00:00,DK1,3312.49,258.38,140.61,242.23,10.28,1.5,1.89,35.32,90.39,2362.21,872.4,563,-284,-628
2022-01-27T08:00:00+00:00,2022-01-27T09:00:00,DK2,2011.82,235.44,61.12,92.58,21.79,,,21.96,79.23,460.62,907.41,0,284,-142
2022-01-27T09:00:00+00:00,2022-01-27T10:00:00,DK1,3393.18,245.76,136.74,178.34,10.35,1.5,1.92,114.14,88.92,2451.47,860.46,530,-215,-641
2022-01-27T09:00:00+00:00,2022-01-27T10:00:00,DK2,2041.87,236.15,59.45,89.95,21.27,,,56.54,78.74,484.32,907.93,62,215,-166
2022-01-27T10:00:00+00:00,2022-01-27T11:00:00,DK1,3357.76,252.7,129.21,140.31,10.02,1.5,1.91,226.53,88.66,2343.32,943.15,543,-323,-689
2022-01-27T10:00:00+00:00,2022-01-27T11:00:00,DK2,2018.71,235.55,64.05,95.28,22.22,,,100.24,64.25,432.66,906.98,54,323,-283
2022-01-27T11:00:00+00:00,2022-01-27T12:00:00,DK1,3372.19,187.12,117.33,142.66,10.64,1.5,1.91,296.33,87.59,2303.68,965.78,474,-318,-580
2022-01-27T11:00:00+00:00,2022-01-27T12:00:00,DK2,2012.14,233.39,62.93,94.52,21.92,,,124.36,61.97,438.47,907.72,63,318,-318
2022-01-27T12:00:00+00:00,2022-01-27T13:00:00,DK1,3335.35,233.33,125.5,223.16,9.98,1.5,1.86,259.42,88.4,2196.86,1013.95,550,-379,-680
2022-01-27T12:00:00+00:00,2022-01-27T13:00:00,DK2,2031.8,172.43,61.17,91.56,21.58,,,108.75,61.28,429.18,907.69,48,379,-254
2022-01-27T13:00:00+00:00,2022-01-27T14:00:00,DK1,3285.12,268.42,127.8,274.45,10.02,1.5,1.86,151.44,89.28,2170,981.74,619,-332,-769
2022-01-27T13:00:00+00:00,2022-01-27T14:00:00,DK2,2008.59,173.68,46.88,86.36,20.62,,,99.01,64.73,417.98,905.53,0,332,-143
2022-01-27T14:00:00+00:00,2022-01-27T15:00:00,DK1,3210.68,194.61,120.8,250.07,10.32,1.5,1.97,66.09,89.75,2190.84,947.06,700,-329,-666
2022-01-27T14:00:00+00:00,2022-01-27T15:00:00,DK2,1975.04,175.22,38.43,87.45,20.76,,,44.36,78.01,421.84,905.81,-4,329,-128
2022-01-27T15:00:00+00:00,2022-01-27T16:00:00,DK1,3308.99,194.94,120.38,247.18,10.92,1.5,1.99,13.87,90.66,2185.75,984,773,-363,-557
2022-01-27T15:00:00+00:00,2022-01-27T16:00:00,DK2,2007.29,182.07,57.71,89.7,21.15,,,5.65,79.32,439.59,903.77,-38,363,-97
2022-01-27T16:00:00+00:00,2022-01-27T17:00:00,DK1,3535.38,212.05,126.25,264.96,11.67,1.5,2.03,3.2,91.32,2723.3,865.83,721,-572,-521
2022-01-27T16:00:00+00:00,2022-01-27T17:00:00,DK2,2214.36,181.49,61.37,92.84,21.82,,,0,77.01,629.36,903.58,-559,572,217
2022-01-27T17:00:00+00:00,2022-01-27T18:00:00,DK1,3412.83,179.8,121.72,343.05,11.24,1.5,2.06,3.38,91.88,2471.29,976.51,652,-577,-495
2022-01-27T17:00:00+00:00,2022-01-27T18:00:00,DK2,2197.77,180.24,59.43,87.89,21.21,,,0,75.13,563.16,903.58,-584,577,298
2022-01-27T18:00:00+00:00,2022-01-27T19:00:00,DK1,3276.54,181.44,124.71,287.02,12.11,1.5,2.17,3.33,92.43,2242.43,964.89,711,-532,-485
2022-01-27T18:00:00+00:00,2022-01-27T19:00:00,DK2,2060.16,176.94,60.91,89.82,21.63,,,0,75.93,475.78,903.89,-581,532,338
2022-01-27T19:00:00+00:00,2022-01-27T20:00:00,DK1,3066.48,178.21,129.71,232,10.99,1.5,2.07,3.33,81.32,2070.53,956.07,672,-304,-592
2022-01-27T19:00:00+00:00,2022-01-27T20:00:00,DK2,1911.67,182.06,57.5,84.39,18.74,,,0,77.49,422.53,903.31,-588,304,489
2022-01-27T20:00:00+00:00,2022-01-27T21:00:00,DK1,2929.65,173.25,124.71,144.17,10.78,1.5,2.01,3.31,88.08,2149.67,1022.65,578,-331,-612
2022-01-27T20:00:00+00:00,2022-01-27T21:00:00,DK2,1787.93,221.17,53.61,78.66,17.31,,,0,71.05,426.86,903.82,-586,331,326
2022-01-27T21:00:00+00:00,2022-01-27T22:00:00,DK1,2815.07,167.43,121.54,144.47,10.86,1.5,2.01,3.33,88.14,2240.05,967.3,543,-404,-674
2022-01-27T21:00:00+00:00,2022-01-27T22:00:00,DK2,1663.39,230.05,53.12,77.66,17.16,,,0,68.71,450.47,903.66,-585,404,102
2022-01-27T22:00:00+00:00,2022-01-27T23:00:00,DK1,2624.62,171.34,115.97,142.29,10.44,1.5,1.99,3.32,87.73,2100.29,961.38,572,-557,-628
2022-01-27T22:00:00+00:00,2022-01-27T23:00:00,DK2,1561.89,229.77,53.43,78.03,17.25,,,0,70.28,433.38,903.78,-583,557,-137
2022-01-27T23:00:00+00:00,2022-01-28T00:00:00,DK1,2548.71,198.68,129.35,137.18,10.13,1.5,1.96,3.34,87.13,1930.74,960.5,554,-369,-789
2022-01-27T23:00:00+00:00,2022-01-28T00:00:00,DK2,1493.81,187.26,50.57,84.88,19.6,,,0,70.31,402.75,903.91,-582,369,23
2022-01-28T00:00:00+00:00,2022-01-28T01:00:00,DK1,2510.5,196.94,133.06,138.67,10.27,1.5,1.97,3.33,85.53,2015.2,990.62,530,-494,-797
2022-01-28T00:00:00+00:00,2022-01-28T01:00:00,DK2,1444.99,171.79,38.79,87.64,20.15,,,0,69.62,430.86,903.96,-584,494,-151
2022-01-28T01:00:00+00:00,2022-01-28T02:00:00,DK1,2486.03,192.68,137.59,137.08,9.88,1.5,1.93,3.33,68.47,1909.38,1002.02,584,-576,-685
2022-01-28T01:00:00+00:00,2022-01-28T02:00:00,DK2,1413.53,172.71,38.87,87.88,20.17,,,0,70.14,414.38,903.93,-586,576,-248
2022-01-28T02:00:00+00:00,2022-01-28T03:00:00,DK1,2452.32,247.18,140,136.25,9.7,1.5,1.93,3.35,76.95,1791.87,1027.32,589,-496,-701
2022-01-28T02:00:00+00:00,2022-01-28T03:00:00,DK2,1396.33,171.39,38.1,86.62,19.04,,,0,69.86,367.14,903.75,-586,496,-128
2022-01-28T03:00:00+00:00,2022-01-28T04:00:00,DK1,2533.79,185.24,145.76,141.85,10.85,1.5,2.03,3.35,86.81,1694.58,984.19,550,-379,-551
2022-01-28T03:00:00+00:00,2022-01-28T04:00:00,DK2,1407.31,183.23,37.45,85.43,18.62,,,0,69.79,362.66,900.19,-581,379,-7
2022-01-28T04:00:00+00:00,2022-01-28T05:00:00,DK1,2635.48,193.99,157.79,140.44,10.58,1.5,2.01,3.33,74.89,1485.55,966.89,399,51,-517
2022-01-28T04:00:00+00:00,2022-01-28T05:00:00,DK2,1499.8,220.19,38.71,87.52,19.04,,,0,69.37,328.66,899.88,-585,-51,516
2022-01-28T05:00:00+00:00,2022-01-28T06:00:00,DK1,3003.62,273,190.55,141.33,10.79,1.5,2.03,3.33,73.16,1227.27,844.84,701,312,-458
2022-01-28T05:00:00+00:00,2022-01-28T06:00:00,DK2,1728.9,230.52,40.47,88.9,19.31,,,0,70.18,300.57,901.69,-585,-312,1003
2022-01-28T06:00:00+00:00,2022-01-28T07:00:00,DK1,3286.84,329.2,236.01,235.57,10.27,1.5,1.94,3.39,88.75,1526.3,676.88,484,232,-191
2022-01-28T06:00:00+00:00,2022-01-28T07:00:00,DK2,1965.5,230.37,48.68,94.6,20.43,,,0,71.22,384.82,887.16,-585,-232,1070
2022-01-28T07:00:00+00:00,2022-01-28T08:00:00,DK1,3393.69,287.51,209.98,327.29,11.71,1.51,2.11,11.39,92.05,1361.16,678.32,594,-141,223
2022-01-28T07:00:00+00:00,2022-01-28T08:00:00,DK2,2039.31,206.34,43.6,95.06,21.86,,,7.37,71.12,283.86,876.41,-585,141,909
2022-01-28T08:00:00+00:00,2022-01-28T09:00:00,DK1,3229.93,292.93,236.76,313.83,9.24,1.51,1.82,124.6,92.12,1016.85,881.13,454,-252,364
2022-01-28T08:00:00+00:00,2022-01-28T09:00:00,DK2,2058.88,206.36,47.49,101.58,23.71,,,63.99,70.22,381.88,863.87,-585,252,663
2022-01-28T09:00:00+00:00,2022-01-28T10:00:00,DK1,3256.82,201.13,244.98,321.7,11.26,1.51,1.99,311.15,91.68,645.24,790.7,471,-66,530
2022-01-28T09:00:00+00:00,2022-01-28T10:00:00,DK2,2049.18,204.37,46.77,110.74,23.5,,,148.22,70.61,379.67,856.88,-586,66,769
2022-01-28T10:00:00+00:00,2022-01-28T11:00:00,DK1,3250.84,206.57,198.82,316.35,12.26,1.51,2.2,401.84,90.76,430.96,553.93,517,198,673
2022-01-28T10:00:00+00:00,2022-01-28T11:00:00,DK2,2007.45,205.76,46.36,110.54,23.37,,,208.35,69.92,235.3,744.36,-585,-198,1229
2022-01-28T11:00:00+00:00,2022-01-28T12:00:00,DK1,3169.85,222.1,201.38,309.8,14.02,1.51,2.36,418.67,92.06,432.85,273.66,396,128,1052
2022-01-28T11:00:00+00:00,2022-01-28T12:00:00,DK2,1985.46,203.22,44.08,106.92,22.65,,,223.16,70.77,194.4,696.56,-581,-128,1201
2022-01-28T12:00:00+00:00,2022-01-28T13:00:00,DK1,2985.51,233.51,242.7,279.64,15.22,1.51,2.46,354.98,92.68,577.6,232.86,-23,1,1257
2022-01-28T12:00:00+00:00,2022-01-28T13:00:00,DK2,1948.45,224.87,49.56,115.59,24.07,,,200.46,71.15,161.74,629.51,-581,-1,1122
2022-01-28T13:00:00+00:00,2022-01-28T14:00:00,DK1,2850.27,226.44,252.39,310.17,15.74,1.51,2.47,192.86,93.38,604.51,296.72,-156,-144,1442
2022-01-28T13:00:00+00:00,2022-01-28T14:00:00,DK2,1922.07,242.01,49.68,115.8,24.22,,,149.57,74.19,114.61,494.09,-618,144,1195
2022-01-28T14:00:00+00:00,2022-01-28T15:00:00,DK1,2764.5,292.58,313.55,512.35,13.97,1.51,2.37,77.98,93.24,707.31,352.89,-509,-470,1456
2022-01-28T14:00:00+00:00,2022-01-28T15:00:00,DK2,1910.16,240.38,49.92,117.08,24.55,,,60.3,71.06,116.05,494.85,-698,470,1008
2022-01-28T15:00:00+00:00,2022-01-28T16:00:00,DK1,2849.89,280.46,366.51,608.81,14.1,1.51,2.37,14.52,112.78,677.47,513.9,-571,-582,1442
2022-01-28T15:00:00+00:00,2022-01-28T16:00:00,DK2,1994.87,245.1,57.39,136.54,25.16,,,5.5,70.54,114.65,406,-715,582,1106
2022-01-28T16:00:00+00:00,2022-01-28T17:00:00,DK1,3153.28,285.49,359.9,694.8,14.98,1.52,2.39,3.22,116.9,677.89,576.2,-310,-578,1327
2022-01-28T16:00:00+00:00,2022-01-28T17:00:00,DK2,2140.62,243.46,96.61,114.19,31.06,,,0,65.04,142.11,278.93,-755,578,1370
2022-01-28T17:00:00+00:00,2022-01-28T18:00:00,DK1,2961.3,352.17,359.54,678.2,15.08,1.51,2.47,3.33,114.14,872.69,579.2,-968,-441,1423
2022-01-28T17:00:00+00:00,2022-01-28T18:00:00,DK2,2098.38,243.82,71.63,109.68,25.57,,,0,62.84,161.2,338.19,-521,441,1194
2022-01-28T18:00:00+00:00,2022-01-28T19:00:00,DK1,2764.26,356.02,338.2,617.16,14.56,1.5,2.42,3.32,115.32,1153.67,822.22,-1371,-375,1120
2022-01-28T18:00:00+00:00,2022-01-28T19:00:00,DK2,1957.03,234.76,59.63,108.41,25,,,0,63.07,222.12,389.98,-638,375,1159
2022-01-28T19:00:00+00:00,2022-01-28T20:00:00,DK1,2617.88,331.35,308.19,403.26,13.74,1.5,2.34,3.33,113.96,1511.87,999.06,-1365,-321,668
2022-01-28T19:00:00+00:00,2022-01-28T20:00:00,DK2,1835.79,217.3,52.14,95.97,22.66,,,0,61.98,254.48,508.17,-784,321,1124
2022-01-28T20:00:00+00:00,2022-01-28T21:00:00,DK1,2540.53,200.94,239.78,290.41,13.91,1.5,2.33,3.33,94.99,1905.85,1039.55,-859,-178,85
2022-01-28T20:00:00+00:00,2022-01-28T21:00:00,DK2,1720.88,222.56,42.58,89.86,21.51,,,0,54.37,282.88,465.27,-751,178,1201
2022-01-28T21:00:00+00:00,2022-01-28T22:00:00,DK1,2426.01,183.25,232.8,265.49,11.93,1.5,2.13,3.32,92.33,2223.67,1059.34,-624,-178,-490
2022-01-28T21:00:00+00:00,2022-01-28T22:00:00,DK2,1635.16,234.29,38.36,87.29,21.01,,,0,52.21,281.36,479.02,-741,178,1087
2022-01-28T22:00:00+00:00,2022-01-28T23:00:00,DK1,2345.72,170.51,163.34,229.29,10.55,1.5,2.01,3.35,91.25,2486.92,1114.27,-728,9,-856
2022-01-28T22:00:00+00:00,2022-01-28T23:00:00,DK2,1568.22,233.84,38.46,87.48,21.04,,,0,49.78,305.12,606.53,-702,-9,1017
2022-01-28T23:00:00+00:00,2022-01-29T00:00:00,DK1,2292.25,206.03,166.29,264.9,13.28,1.49,2.3,3.36,90.46,2521.93,1120.2,-885,312,-1161
2022-01-28T23:00:00+00:00,2022-01-29T00:00:00,DK2,1493.96,225.17,35.57,83,17.81,,,0,55.03,317.71,772.03,-629,-312,974
2022-01-29T00:00:00+00:00,2022-01-29T01:00:00,DK1,2260.47,182.43,168.1,389.93,14.06,1.49,2.29,3.36,91.08,2171.86,1063.06,-161,39,-1365
2022-01-29T00:00:00+00:00,2022-01-29T01:00:00,DK2,1426.78,222.52,36.17,84.28,11.19,,,0,49.65,285.66,878.54,-594,-39,549
2022-01-29T01:00:00+00:00,2022-01-29T02:00:00,DK1,2227.21,209.85,147.4,265.3,13.54,1.49,2.21,3.36,90.7,1985.59,1127.18,95,-64,-1339
2022-01-29T01:00:00+00:00,2022-01-29T02:00:00,DK2,1370.88,230.53,39.89,92.93,12.83,,,0,50.1,297.51,898.84,-586,64,348
2022-01-29T02:00:00+00:00,2022-01-29T03:00:00,DK1,2281.46,236.51,163.1,229.67,13.46,1.5,2.3,3.34,90.43,1866.53,941.62,427,-46,-1332
2022-01-29T02:00:00+00:00,2022-01-29T03:00:00,DK2,1369.13,231.84,38.53,88.28,11.93,,,0,51.32,300.37,907.14,-583,46,348
2022-01-29T03:00:00+00:00,2022-01-29T04:00:00,DK1,2244.26,224.96,144.57,229.84,13.9,1.49,2.36,3.33,89.93,1984.93,1052.9,102,41,-1334
2022-01-29T03:00:00+00:00,2022-01-29T04:00:00,DK2,1356.16,230.94,44.53,97.85,13.79,,,0,51.68,325.7,917.15,-580,-41,362
2022-01-29T04:00:00+00:00,2022-01-29T05:00:00,DK1,2264.11,171.96,140.15,224.26,12.72,1.49,2.18,3.34,90.41,1924.01,989.5,423,-44,-1353
2022-01-29T04:00:00+00:00,2022-01-29T05:00:00,DK2,1369.45,230.09,42.87,95.03,13.27,,,0,51.92,323.1,915.18,-583,44,305
2022-01-29T05:00:00+00:00,2022-01-29T06:00:00,DK1,2490.01,170.89,139.27,224.94,12.84,1.49,2.17,3.32,89.38,1783.25,979.19,484,258,-1333
2022-01-29T05:00:00+00:00,2022-01-29T06:00:00,DK2,1438.56,230.83,39.4,89.25,12.17,,,0,52.38,325.46,920.37,-586,-258,674
2022-01-29T06:00:00+00:00,2022-01-29T07:00:00,DK1,2632.44,172.28,137.43,238.48,12.27,1.5,2.16,3.31,90.21,1891.52,883.52,521,330,-1331
2022-01-29T06:00:00+00:00,2022-01-29T07:00:00,DK2,1564.65,232,38.48,87.4,11.87,,,0,49.84,344,920.6,-585,-330,849
2022-01-29T07:00:00+00:00,2022-01-29T08:00:00,DK1,2718.5,163.09,134.11,347.13,12.95,1.5,2.17,3.65,90.68,1941.28,922.6,462,324,-1331
2022-01-29T07:00:00+00:00,2022-01-29T08:00:00,DK2,1703.44,231.9,39.67,89.31,12.26,,,0.11,61.77,380.45,920.49,-578,-324,916
2022-01-29T08:00:00+00:00,2022-01-29T09:00:00,DK1,2870.53,161.87,135.42,382.72,13.68,1.5,2.3,18.74,90.93,1973.78,931.24,529,304,-1346
2022-01-29T08:00:00+00:00,2022-01-29T09:00:00,DK2,1812.05,231.94,38.96,88.15,12.03,,,2.11,66.24,391.62,919.72,-585,-304,988
2022-01-29T09:00:00+00:00,2022-01-29T10:00:00,DK1,2874.36,158.9,126.08,379.41,13.28,1.5,2.29,46.09,91.75,2490.59,972.93,351,152,-1550
2022-01-29T09:00:00+00:00,2022-01-29T10:00:00,DK2,1870.73,231.15,40.61,91.27,16.19,,,13.01,66.82,475.37,919.7,-585,-152,776
2022-01-29T10:00:00+00:00,2022-01-29T11:00:00,DK1,2825.73,157.82,129.16,340.6,13.75,1.5,2.35,65.33,90.6,2528.95,1005.56,450,-34,-1574
2022-01-29T10:00:00+00:00,2022-01-29T11:00:00,DK2,1845.66,231.16,35.85,84.21,18.26,,,18.18,65.89,441.44,921.5,-585,34,607
2022-01-29T11:00:00+00:00,2022-01-29T12:00:00,DK1,2795.28,173.32,127.67,327.52,13.31,1.5,2.21,78.13,92.17,2593.24,1067.81,389,-291,-1436
2022-01-29T11:00:00+00:00,2022-01-29T12:00:00,DK2,1852.4,229.56,39.2,89.04,20.4,,,15.76,67.27,451.69,921.14,-585,291,336
2022-01-29T12:00:00+00:00,2022-01-29T13:00:00,DK1,2757.85,166.44,129.42,335.15,13.48,1.5,2.25,63.65,92.5,2717.35,959.38,359,-398,-1338
2022-01-29T12:00:00+00:00,2022-01-29T13:00:00,DK2,1864.75,234.22,40.58,91.24,21.57,,,15.78,67.37,490.17,918.73,-585,398,194
2022-01-29T13:00:00+00:00,2022-01-29T14:00:00,DK1,2638.78,176.58,120.89,458.73,11.41,1.5,2.09,59.33,91.41,2498.93,920.87,561,-568,-1335
2022-01-29T13:00:00+00:00,2022-01-29T14:00:00,DK2,1839.37,235.96,43.86,96.64,22.59,,,9.28,67.4,594.09,919.49,-585,568,-133
2022-01-29T14:00:00+00:00,2022-01-29T15:00:00,DK1,2656.93,178.21,147.92,507.5,12.76,1.5,2.36,56.56,92.73,2642.04,819.8,537,-582,-1387
2022-01-29T14:00:00+00:00,2022-01-29T15:00:00,DK2,1830.42,237.57,44.35,97.35,22.73,,,7.58,69.57,609.02,919.69,-585,582,-177
2022-01-29T15:00:00+00:00,2022-01-29T16:00:00,DK1,2665.42,171.6,153.65,589.77,10.86,1.5,2.91,7.31,93.5,2404.25,752.21,767,-553,-1437
2022-01-29T15:00:00+00:00,2022-01-29T16:00:00,DK2,1861.97,243.33,42.5,94.33,22.16,,,0.23,68.92,596.9,916.58,-585,553,-93
2022-01-29T16:00:00+00:00,2022-01-29T17:00:00,DK1,2867.31,286.01,196.7,783.86,11.32,1.51,2.83,3.29,85.79,1834.85,742.59,770,-145,-1603
2022-01-29T16:00:00+00:00,2022-01-29T17:00:00,DK2,2025.69,243.99,43.69,96.01,22.45,,,0,67.62,592.98,844.96,-572,145,534
2022-01-29T17:00:00+00:00,2022-01-29T18:00:00,DK1,2813.13,376.75,232.96,846.84,14.19,1.51,3.37,3.48,82.73,1712.81,530.63,-33,435,-1323
2022-01-29T17:00:00+00:00,2022-01-29T18:00:00,DK2,1977.68,244.51,56.09,107.97,24.74,,,0,69.43,523.14,444.41,-234,-435,1161
2022-01-29T18:00:00+00:00,2022-01-29T19:00:00,DK1,2622.48,332.96,196.32,722.22,11.13,1.5,3.11,3.49,88.38,1714.02,506.59,6,255,-1173
2022-01-29T18:00:00+00:00,2022-01-29T19:00:00,DK2,1844.76,242.91,45.53,99.29,23.1,,,0,69.1,450.41,101.29,225,-255,831
2022-01-29T19:00:00+00:00,2022-01-29T20:00:00,DK1,2514.31,316.9,192.78,604.25,11.58,1.5,3.21,3.51,105.67,1728.61,612.3,-66,420,-1369
2022-01-29T19:00:00+00:00,2022-01-29T20:00:00,DK2,1745.95,244.52,47.09,102.06,23.63,,,0,70.55,460.94,50.08,784,-420,376
2022-01-29T20:00:00+00:00,2022-01-29T21:00:00,DK1,2401.58,208.06,177.36,502.62,11.64,1.5,2.16,3.5,89.19,1726.64,591.12,513,-15,-1336
2022-01-29T20:00:00+00:00,2022-01-29T21:00:00,DK2,1649.62,243.45,37.5,86.17,20.59,,,0,69.03,415.15,23.71,951,15,-216
2022-01-29T21:00:00+00:00,2022-01-29T22:00:00,DK1,2303.73,290.01,181.28,427.79,11.75,1.5,2.12,3.5,86.31,1680.86,626.06,629,-224,-1352
2022-01-29T21:00:00+00:00,2022-01-29T22:00:00,DK2,1570.81,242.86,36.46,84.41,20.26,,,0,69.37,391.27,8.48,917,224,-421
2022-01-29T22:00:00+00:00,2022-01-29T23:00:00,DK1,2191.39,350.76,181.86,331.08,12.07,1.5,2.16,3.52,86.25,1485.03,566.46,702,-123,-1335
2022-01-29T22:00:00+00:00,2022-01-29T23:00:00,DK2,1507.13,239.49,38.11,87.23,20.8,,,0,68.21,361.74,2.42,903,123,-334
2022-01-29T23:00:00+00:00,2022-01-30T00:00:00,DK1,2152.22,201.99,152.56,253.74,12.28,1.5,2.2,3.52,82.09,1601.73,587.56,581,255,-1362
2022-01-29T23:00:00+00:00,2022-01-30T00:00:00,DK2,1454.42,232.83,36.39,84.68,19.45,,,0,69.15,347.52,2.32,906,-255,30
2022-01-30T00:00:00+00:00,2022-01-30T01:00:00,DK1,2104.25,173,133.99,208.72,12.03,1.5,2.12,3.55,81.43,1604.18,618.29,622,215,-1334
2022-01-30T00:00:00+00:00,2022-01-30T01:00:00,DK2,1407.65,229.58,36.13,84.42,16.31,,,0,61.8,305,0.06,892,-215,23
2022-01-30T01:00:00+00:00,2022-01-30T02:00:00,DK1,2053.95,204.43,137.7,208.37,11.93,1.5,2.11,3.54,81.28,1218.31,653.68,832,267,-1331
2022-01-30T01:00:00+00:00,2022-01-30T02:00:00,DK2,1363.3,231.03,36.12,84.36,11.22,,,0,43.99,327.83,4.58,892,-267,35
2022-01-30T02:00:00+00:00,2022-01-30T03:00:00,DK1,2031.38,210.39,163.05,209.15,11.66,1.5,2.14,3.53,81.47,1091.42,617.64,724,476,-1331
2022-01-30T02:00:00+00:00,2022-01-30T03:00:00,DK2,1354.18,232.6,35.56,83.4,11.05,,,0,66.98,286.07,3.65,892,-476,253
2022-01-30T03:00:00+00:00,2022-01-30T04:00:00,DK1,2032.06,169.49,152.64,207.81,11.75,1.5,2.15,3.54,81.33,1247.66,577.42,566,579,-1339
2022-01-30T03:00:00+00:00,2022-01-30T04:00:00,DK2,1351.75,231.03,37.78,87.04,11.75,,,0,69.55,295.23,5.93,925,-579,304
2022-01-30T04:00:00+00:00,2022-01-30T05:00:00,DK1,2059.81,170.61,170.5,215.7,12.61,1.5,2.21,3.55,81.19,1547.03,616.76,554,390,-1455
2022-01-30T04:00:00+00:00,2022-01-30T05:00:00,DK2,1347.79,231.15,41.16,92.47,12.79,,,0,53.34,333.13,6.32,994,-390,14
2022-01-30T05:00:00+00:00,2022-01-30T06:00:00,DK1,2183.11,170.18,184.03,215.43,13.02,1.5,2.25,3.51,82.05,1872.31,730.6,655,167,-1643
2022-01-30T05:00:00+00:00,2022-01-30T06:00:00,DK2,1422.55,232.27,44.37,97.43,13.76,,,0,53.32,430.39,18.15,981,-167,-227
2022-01-30T06:00:00+00:00,2022-01-30T07:00:00,DK1,2333.16,221.25,183.6,215.61,12.73,1.5,2.19,3.53,82.82,2065.03,862.25,653,258,-1953
2022-01-30T06:00:00+00:00,2022-01-30T07:00:00,DK2,1516.76,230.87,44.14,96.96,13.71,,,0,53.27,454.61,115.96,938,-258,-116
2022-01-30T07:00:00+00:00,2022-01-30T08:00:00,DK1,2466.73,147.94,181.87,215.87,12.51,1.5,2.21,11.49,82.91,2277.92,823.26,636,327,-1976
